Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,Store State
OD7832,Amrish,Snacks,Noodles,Salem,11-07-2018,South,? 774.00,16.00%,? 85.14,Tamil Nadu
OD7833,Ram,Beverages,Soft Drinks,Virudhunagar,23-01-2018,South,"? 2,149.00",17.00%,? 580.23,Tamil Nadu
OD7834,Arvind,"Eggs, Meat & Fish",Eggs,Virudhunagar,15-02-2015,South,"? 1,460.00",16.00%,? 554.80,Tamil Nadu
OD7835,Suresh,Snacks,Chocolates,Krishnagiri,01-12-2018,South,? 891.00,29.00%,? 89.10,Tamil Nadu
OD7836,Sudeep,Snacks,Cookies,Kanyakumari,09-12-2018,South,"? 1,549.00",23.00%,? 356.27,Tamil Nadu
OD7837,Krithika,Bakery,Cakes,Dharmapuri,06-01-2016,South,"? 1,820.00",10.00%,? 782.60,Tamil Nadu
OD7838,Arvind,Fruits & Veggies,Organic Vegetables,Dharmapuri,15-07-2017,South,"? 1,668.00",29.00%,? 383.64,Tamil Nadu
OD7839,Komal,Snacks,Cookies,Dharmapuri,13-09-2015,South,"? 1,671.00",14.00%,? 601.56,Tamil Nadu
OD7840,Anu,"Eggs, Meat & Fish",Chicken,Cumbum,18-07-2017,South,"? 2,190.00",30.00%,? 788.40,Tamil Nadu
OD7841,Ramesh,Bakery,Cakes,Nagercoil,16-03-2018,South,"? 1,826.00",26.00%,? 529.54,Tamil Nadu
OD7842,Sharon,Oil & Masala,Edible Oil & Ghee,Namakkal,28-09-2016,South,"? 1,306.00",24.00%,? 156.72,Tamil Nadu
OD7843,Sabeela,Snacks,Noodles,Salem,26-04-2015,South,"? 1,184.00",20.00%,? 390.72,Tamil Nadu
OD7844,Sudeep,Snacks,Cookies,Theni,26-07-2016,South,"? 2,045.00",26.00%,? 429.45,Tamil Nadu
OD7845,Shree,"Eggs, Meat & Fish",Mutton,Bodi,14-03-2017,South,? 698.00,10.00%,? 76.78,Tamil Nadu
OD7846,Krithika,Fruits & Veggies,Fresh Vegetables,Vellore,02-10-2016,South,"? 1,361.00",16.00%,? 149.71,Tamil Nadu
OD7847,Suresh,Fruits & Veggies,Organic Fruits,Nagercoil,08-07-2015,South,"? 2,455.00",28.00%,? 343.70,Tamil Nadu
OD7848,Adavan,Bakery,Breads & Buns,Coimbatore,26-10-2016,South,"? 1,108.00",14.00%,? 199.44,Tamil Nadu
OD7849,Veena,Snacks,Cookies,Tirunelveli,09-09-2018,South,? 837.00,29.00%,? 276.21,Tamil Nadu
OD7850,Krithika,Snacks,Chocolates,Tenkasi,09-12-2015,South,"? 1,190.00",19.00%,? 380.80,Tamil Nadu
OD7851,Ramesh,Fruits & Veggies,Organic Vegetables,Tirunelveli,26-09-2016,South,? 906.00,16.00%,? 371.46,Tamil Nadu
OD7852,Sheeba,Food Grains,Organic Staples,Krishnagiri,21-12-2016,South,? 660.00,26.00%,? 112.20,Tamil Nadu
OD7853,Yusuf,Oil & Masala,Edible Oil & Ghee,Theni,12-04-2015,South,"? 1,059.00",30.00%,? 137.67,Tamil Nadu
OD7854,Vinne,"Eggs, Meat & Fish",Eggs,Dindigul,31-12-2017,South,"? 1,602.00",33.00%,? 672.84,Tamil Nadu
OD7855,Verma,Bakery,Cakes,Virudhunagar,24-11-2015,South,"? 1,607.00",16.00%,? 160.70,Tamil Nadu
OD7856,Amy,Beverages,Health Drinks,Ooty,16-10-2018,South,"? 2,313.00",28.00%,? 601.38,Tamil Nadu
OD7857,Jackson,Oil & Masala,Edible Oil & Ghee,Krishnagiri,17-08-2018,South,"? 1,680.00",34.00%,? 218.40,Tamil Nadu
OD7858,Hussain,Beverages,Soft Drinks,Nagercoil,09-04-2017,South,"? 2,166.00",34.00%,? 108.30,Tamil Nadu
OD7859,Aditi,Oil & Masala,Masalas,Kanyakumari,18-08-2018,South,"? 1,677.00",19.00%,? 385.71,Tamil Nadu
OD7860,Komal,Fruits & Veggies,Fresh Vegetables,Kanyakumari,25-09-2017,South,"? 1,369.00",27.00%,? 410.70,Tamil Nadu
OD7861,Yadav,Food Grains,Rice,Dindigul,26-10-2016,South,"? 1,705.00",22.00%,? 647.90,Tamil Nadu
OD7862,Sudha,Food Grains,Organic Staples,Nagercoil,02-06-2017,South,"? 2,169.00",26.00%,? 412.11,Tamil Nadu
OD7863,Ram,Food Grains,Dals & Pulses,Tenkasi,25-09-2017,South,"? 1,982.00",31.00%,? 515.32,Tamil Nadu
OD7864,Hussain,Food Grains,Rice,Madurai,26-09-2016,South,"? 2,031.00",26.00%,? 162.48,Tamil Nadu
OD7865,Harish,Food Grains,Organic Staples,Cumbum,13-12-2015,South,? 557.00,33.00%,? 139.25,Tamil Nadu
OD7866,Rumaiza,Food Grains,Dals & Pulses,Theni,19-12-2017,South,"? 1,616.00",17.00%,? 323.20,Tamil Nadu
OD7867,Ridhesh,Food Grains,Atta & Flour,Virudhunagar,06-01-2016,South,"? 1,479.00",18.00%,? 103.53,Tamil Nadu
OD7868,Esther,Bakery,Breads & Buns,Perambalur,04-09-2016,South,? 501.00,25.00%,? 170.34,Tamil Nadu
OD7869,Willams,Fruits & Veggies,Organic Fruits,Coimbatore,09-12-2018,South,? 570.00,19.00%,? 222.30,Tamil Nadu
OD7870,Veronica,Bakery,Cakes,Karur,18-07-2017,South,"? 2,462.00",25.00%,? 984.80,Tamil Nadu
OD7871,Muneer,"Eggs, Meat & Fish",Chicken,Namakkal,30-12-2015,South,"? 1,601.00",27.00%,? 480.30,Tamil Nadu
OD7872,Suresh,"Eggs, Meat & Fish",Mutton,Salem,19-12-2017,South,? 952.00,25.00%,? 57.12,Tamil Nadu
OD7873,Verma,Beverages,Soft Drinks,Kanyakumari,17-11-2018,South,? 623.00,31.00%,? 112.14,Tamil Nadu
OD7874,Arvind,Bakery,Biscuits,Dharmapuri,26-10-2016,South,"? 2,360.00",30.00%,? 731.60,Tamil Nadu
OD7875,Sabeela,Beverages,Health Drinks,Madurai,02-12-2018,South,"? 1,312.00",16.00%,? 524.80,Tamil Nadu
OD7876,Harish,Oil & Masala,Spices,Virudhunagar,26-09-2016,South,"? 2,347.00",28.00%,? 281.64,Tamil Nadu
OD7877,Vince,Oil & Masala,Masalas,Trichy,05-07-2018,South,? 882.00,35.00%,? 211.68,Tamil Nadu
OD7878,Shree,"Eggs, Meat & Fish",Fish,Nagercoil,27-11-2017,South,"? 2,038.00",10.00%,? 101.90,Tamil Nadu
OD7879,Peer,Fruits & Veggies,Fresh Vegetables,Madurai,11-02-2017,South,"? 1,832.00",30.00%,? 403.04,Tamil Nadu
OD7880,Suresh,Snacks,Cookies,Kanyakumari,13-03-2018,South,"? 1,816.00",12.00%,? 108.96,Tamil Nadu
OD7881,Sheeba,Bakery,Breads & Buns,Cumbum,12-10-2018,South,? 552.00,28.00%,? 115.92,Tamil Nadu
OD7882,Arvind,Beverages,Soft Drinks,Vellore,25-05-2016,South,"? 1,291.00",29.00%,? 206.56,Tamil Nadu
OD7883,Ridhesh,Beverages,Soft Drinks,Krishnagiri,26-08-2017,South,"? 1,025.00",12.00%,? 92.25,Tamil Nadu
OD7884,Peer,Food Grains,Organic Staples,Virudhunagar,08-09-2018,South,"? 1,884.00",10.00%,? 697.08,Tamil Nadu
OD7885,Jonas,Beverages,Soft Drinks,Nagercoil,11-08-2018,South,"? 1,278.00",17.00%,? 460.08,Tamil Nadu
OD7886,Kumar,Bakery,Breads & Buns,Trichy,21-09-2016,South,"? 2,154.00",25.00%,? 667.74,Tamil Nadu
OD7887,Vince,Food Grains,Atta & Flour,Coimbatore,21-04-2018,South,"? 1,935.00",34.00%,? 425.70,Tamil Nadu
OD7888,Haseena,Fruits & Veggies,Fresh Fruits,Theni,09-03-2016,South,? 743.00,34.00%,? 193.18,Tamil Nadu
OD7889,Veena,Oil & Masala,Spices,Trichy,01-03-2016,South,"? 2,186.00",23.00%,? 568.36,Tamil Nadu
OD7890,Akash,Oil & Masala,Spices,Kanyakumari,09-03-2016,South,"? 2,024.00",35.00%,? 748.88,Tamil Nadu
OD7891,Peer,Bakery,Cakes,Ooty,11-12-2018,South,"? 1,150.00",17.00%,? 506.00,Tamil Nadu
OD7892,Verma,Bakery,Biscuits,Dindigul,21-09-2016,South,"? 1,210.00",18.00%,? 544.50,Tamil Nadu
OD7893,Kumar,Oil & Masala,Masalas,Karur,03-09-2016,South,"? 2,281.00",22.00%,? 912.40,Tamil Nadu
OD7894,Mathew,Fruits & Veggies,Organic Vegetables,Namakkal,24-03-2018,South,"? 1,518.00",10.00%,? 288.42,Tamil Nadu
OD7895,Akash,Food Grains,Dals & Pulses,Coimbatore,24-04-2018,South,"? 1,893.00",21.00%,? 681.48,Tamil Nadu
OD7896,Adavan,Snacks,Chocolates,Namakkal,11-07-2016,South,"? 1,333.00",24.00%,? 106.64,Tamil Nadu
OD7897,James,Beverages,Health Drinks,Coimbatore,20-03-2016,South,"? 1,285.00",25.00%,? 552.55,Tamil Nadu
OD7898,Esther,Fruits & Veggies,Organic Vegetables,Virudhunagar,27-11-2016,South,"? 1,506.00",28.00%,? 225.90,Tamil Nadu
OD7899,Aditi,Fruits & Veggies,Fresh Vegetables,Viluppuram,14-05-2018,South,"? 1,198.00",32.00%,? 407.32,Tamil Nadu
OD7900,Hafiz,Bakery,Breads & Buns,Cumbum,31-12-2015,South,"? 2,317.00",31.00%,"? 1,042.65",Tamil Nadu
OD7901,Surya,Bakery,Breads & Buns,Coimbatore,27-11-2016,South,? 792.00,34.00%,? 324.72,Tamil Nadu
OD7902,Amy,Bakery,Biscuits,Vellore,05-09-2017,South,? 733.00,34.00%,? 329.85,Tamil Nadu
OD7903,Amy,"Eggs, Meat & Fish",Fish,Salem,13-11-2018,South,? 635.00,27.00%,? 190.50,Tamil Nadu
OD7904,Jonas,Food Grains,Organic Staples,Pudukottai,30-05-2015,South,"? 1,824.00",12.00%,? 802.56,Tamil Nadu
OD7905,Vinne,Food Grains,Atta & Flour,Bodi,25-09-2016,South,? 982.00,29.00%,? 412.44,Tamil Nadu
OD7906,Kumar,Bakery,Biscuits,Cumbum,16-07-2016,South,? 887.00,25.00%,? 168.53,Tamil Nadu
OD7907,Yusuf,Beverages,Health Drinks,Madurai,13-11-2018,South,? 583.00,26.00%,? 128.26,Tamil Nadu
OD7908,Hafiz,Bakery,Biscuits,Chennai,30-05-2017,South,"? 2,088.00",12.00%,? 689.04,Tamil Nadu
OD7909,Arutra,"Eggs, Meat & Fish",Fish,Ramanadhapuram,13-11-2018,South,"? 1,617.00",16.00%,? 113.19,Tamil Nadu
OD7910,Ramesh,Oil & Masala,Edible Oil & Ghee,Nagercoil,06-02-2015,South,"? 1,592.00",14.00%,? 191.04,Tamil Nadu
OD7911,Shree,Snacks,Cookies,Bodi,16-04-2018,South,"? 1,887.00",27.00%,? 622.71,Tamil Nadu
OD7912,Sundar,Beverages,Health Drinks,Ramanadhapuram,18-05-2018,South,"? 1,642.00",25.00%,? 164.20,Tamil Nadu
OD7913,Suresh,Fruits & Veggies,Organic Fruits,Cumbum,08-09-2015,South,? 773.00,31.00%,? 324.66,Tamil Nadu
OD7914,Yusuf,Bakery,Breads & Buns,Theni,08-09-2015,South,? 910.00,10.00%,? 63.70,Tamil Nadu
OD7915,Willams,Beverages,Soft Drinks,Madurai,18-05-2018,South,"? 2,387.00",14.00%,? 620.62,Tamil Nadu
OD7916,Peer,Fruits & Veggies,Organic Vegetables,Namakkal,06-02-2015,South,"? 1,699.00",35.00%,? 118.93,Tamil Nadu
OD7917,Arvind,Food Grains,Dals & Pulses,Tirunelveli,27-08-2015,South,"? 2,478.00",35.00%,? 569.94,Tamil Nadu
OD7918,Roshan,Fruits & Veggies,Organic Vegetables,Chennai,26-11-2017,South,"? 1,326.00",23.00%,? 424.32,Tamil Nadu
OD7919,Malik,Fruits & Veggies,Organic Vegetables,Theni,02-07-2016,South,? 942.00,35.00%,? 386.22,Tamil Nadu
OD7920,Arutra,Beverages,Soft Drinks,Theni,19-03-2015,South,"? 1,253.00",24.00%,? 438.55,Tamil Nadu
OD7921,Willams,Beverages,Soft Drinks,Karur,11-06-2016,South,"? 1,544.00",20.00%,? 386.00,Tamil Nadu
OD7922,Aditi,Bakery,Cakes,Viluppuram,19-03-2015,South,"? 1,105.00",20.00%,? 187.85,Tamil Nadu
OD7923,Amrish,Snacks,Cookies,Nagercoil,25-10-2017,South,? 545.00,10.00%,? 43.60,Tamil Nadu
OD7924,Vince,Snacks,Chocolates,Bodi,04-11-2018,South,"? 1,474.00",12.00%,? 456.94,Tamil Nadu
OD7925,Rumaiza,Fruits & Veggies,Fresh Vegetables,Madurai,02-01-2018,South,"? 1,448.00",19.00%,? 492.32,Tamil Nadu
OD7926,Mathew,Snacks,Cookies,Cumbum,31-08-2016,South,"? 1,693.00",27.00%,? 440.18,Tamil Nadu
OD7927,Amy,Food Grains,Atta & Flour,Nagercoil,20-07-2015,South,"? 1,368.00",28.00%,? 574.56,Tamil Nadu
OD7928,Roshan,Snacks,Cookies,Karur,17-11-2015,South,"? 2,499.00",14.00%,? 224.91,Tamil Nadu
OD7929,Veena,"Eggs, Meat & Fish",Fish,Dindigul,22-03-2017,South,"? 1,703.00",28.00%,? 698.23,Tamil Nadu
OD7930,Surya,Fruits & Veggies,Organic Vegetables,Coimbatore,23-03-2016,South,"? 2,008.00",13.00%,? 883.52,Tamil Nadu
OD7931,Alan,"Eggs, Meat & Fish",Mutton,Salem,06-09-2016,South,? 727.00,17.00%,? 43.62,Tamil Nadu
OD7932,Willams,Oil & Masala,Edible Oil & Ghee,Karur,25-12-2017,South,? 501.00,14.00%,? 200.40,Tamil Nadu
OD7933,Hafiz,"Eggs, Meat & Fish",Eggs,Perambalur,11-11-2015,South,? 718.00,27.00%,? 244.12,Tamil Nadu
OD7934,Krithika,Snacks,Noodles,Namakkal,19-03-2016,South,? 610.00,26.00%,? 122.00,Tamil Nadu
OD7935,Arvind,"Eggs, Meat & Fish",Mutton,Vellore,02-10-2015,South,"? 1,375.00",21.00%,? 247.50,Tamil Nadu
OD7936,Roshan,Oil & Masala,Masalas,Ramanadhapuram,10-10-2017,South,"? 2,078.00",15.00%,? 228.58,Tamil Nadu
OD7937,Willams,Oil & Masala,Masalas,Dindigul,21-10-2018,South,"? 2,157.00",31.00%,? 172.56,Tamil Nadu
OD7938,Rumaiza,"Eggs, Meat & Fish",Fish,Krishnagiri,28-03-2018,South,"? 2,056.00",12.00%,? 719.60,Tamil Nadu
OD7939,Peer,Food Grains,Dals & Pulses,Nagercoil,01-04-2018,South,"? 1,750.00",34.00%,? 577.50,Tamil Nadu
OD7940,Vidya,Fruits & Veggies,Organic Vegetables,Madurai,02-10-2015,South,"? 2,344.00",22.00%,? 398.48,Tamil Nadu
OD7941,James,Snacks,Cookies,Dharmapuri,10-11-2018,South,"? 1,477.00",21.00%,? 561.26,Tamil Nadu
OD7942,Hafiz,Beverages,Soft Drinks,Viluppuram,14-11-2016,South,? 830.00,22.00%,? 298.80,Tamil Nadu
OD7943,James,Fruits & Veggies,Fresh Vegetables,Trichy,31-08-2016,South,"? 1,440.00",26.00%,? 144.00,Tamil Nadu
OD7944,Krithika,Food Grains,Atta & Flour,Theni,07-10-2017,South,"? 1,252.00",13.00%,? 187.80,Tamil Nadu
OD7945,Ganesh,Fruits & Veggies,Fresh Vegetables,Krishnagiri,02-10-2015,South,? 702.00,35.00%,? 224.64,Tamil Nadu
OD7946,Sundar,Bakery,Breads & Buns,Dharmapuri,14-11-2016,South,? 711.00,18.00%,? 56.88,Tamil Nadu
OD7947,Sudha,Snacks,Chocolates,Theni,19-12-2015,South,"? 1,055.00",31.00%,? 126.60,Tamil Nadu
OD7948,Sheeba,Snacks,Noodles,Bodi,16-11-2015,South,"? 1,357.00",32.00%,? 583.51,Tamil Nadu
OD7949,Sudeep,Fruits & Veggies,Fresh Vegetables,Nagercoil,27-10-2018,South,"? 1,993.00",13.00%,? 757.34,Tamil Nadu
OD7950,Aditi,Oil & Masala,Edible Oil & Ghee,Virudhunagar,19-12-2015,South,"? 1,586.00",22.00%,? 491.66,Tamil Nadu
OD7951,Vince,Beverages,Health Drinks,Madurai,27-10-2018,South,"? 1,331.00",18.00%,? 439.23,Tamil Nadu
OD7952,Hussain,Food Grains,Atta & Flour,Namakkal,10-11-2018,South,"? 1,406.00",14.00%,? 365.56,Tamil Nadu
OD7953,Sundar,Bakery,Cakes,Theni,14-01-2018,South,"? 2,204.00",32.00%,? 220.40,Tamil Nadu
OD7954,Suresh,Snacks,Chocolates,Viluppuram,25-12-2017,South,"? 1,109.00",11.00%,? 310.52,Tamil Nadu
OD7955,Veena,Beverages,Soft Drinks,Coimbatore,18-12-2017,South,"? 2,147.00",12.00%,? 364.99,Tamil Nadu
OD7956,Veronica,Bakery,Breads & Buns,Krishnagiri,10-11-2018,South,"? 1,825.00",21.00%,? 766.50,Tamil Nadu
OD7957,Ridhesh,Food Grains,Rice,Karur,24-09-2018,South,"? 1,541.00",14.00%,? 678.04,Tamil Nadu
OD7958,Sabeela,Beverages,Health Drinks,Viluppuram,08-11-2016,South,"? 1,276.00",31.00%,? 484.88,Tamil Nadu
OD7959,Yadav,Oil & Masala,Masalas,Chennai,24-09-2018,South,"? 1,109.00",20.00%,? 476.87,Tamil Nadu
OD7960,Sudha,Food Grains,Rice,Trichy,30-10-2016,South,"? 1,127.00",23.00%,? 78.89,Tamil Nadu
OD7961,Vinne,"Eggs, Meat & Fish",Chicken,Perambalur,08-11-2016,South,"? 2,406.00",18.00%,? 336.84,Tamil Nadu
OD7962,Mathew,Snacks,Cookies,Madurai,12-12-2017,South,"? 1,131.00",28.00%,? 395.85,Tamil Nadu
OD7963,Veronica,Fruits & Veggies,Fresh Vegetables,Tenkasi,27-08-2018,South,"? 1,475.00",34.00%,? 236.00,Tamil Nadu
OD7964,Sheeba,Beverages,Soft Drinks,Namakkal,27-12-2018,South,"? 2,233.00",19.00%,? 870.87,Tamil Nadu
OD7965,Muneer,Oil & Masala,Edible Oil & Ghee,Theni,12-11-2018,South,"? 2,459.00",34.00%,? 319.67,Tamil Nadu
OD7966,Suresh,"Eggs, Meat & Fish",Chicken,Vellore,24-11-2015,South,"? 1,616.00",15.00%,? 614.08,Tamil Nadu
OD7967,Jonas,Fruits & Veggies,Organic Fruits,Virudhunagar,10-07-2017,South,? 912.00,15.00%,? 100.32,Tamil Nadu
OD7968,Ram,"Eggs, Meat & Fish",Eggs,Tirunelveli,05-03-2018,South,? 751.00,24.00%,? 112.65,Tamil Nadu
OD7969,Vinne,Bakery,Cakes,Pudukottai,01-08-2017,South,"? 1,229.00",14.00%,? 368.70,Tamil Nadu
OD7970,Roshan,Fruits & Veggies,Fresh Vegetables,Krishnagiri,16-11-2018,South,? 902.00,33.00%,? 198.44,Tamil Nadu
OD7971,Amy,Snacks,Cookies,Dharmapuri,24-07-2018,South,"? 1,611.00",16.00%,? 128.88,Tamil Nadu
OD7972,Muneer,Snacks,Noodles,Namakkal,14-05-2017,South,"? 1,637.00",23.00%,? 491.10,Tamil Nadu
OD7973,Shree,Fruits & Veggies,Organic Vegetables,Karur,01-06-2018,South,"? 1,531.00",31.00%,? 505.23,Tamil Nadu
OD7974,Willams,Food Grains,Dals & Pulses,Namakkal,01-06-2018,South,"? 1,486.00",35.00%,? 520.10,Tamil Nadu
OD7975,Sudeep,Food Grains,Rice,Perambalur,21-11-2017,South,? 837.00,34.00%,? 150.66,Tamil Nadu
OD7976,Mathew,"Eggs, Meat & Fish",Chicken,Bodi,09-10-2016,South,"? 1,648.00",18.00%,? 181.28,Tamil Nadu
OD7977,Sabeela,Food Grains,Rice,Virudhunagar,09-10-2016,South,"? 2,105.00",13.00%,? 842.00,Tamil Nadu
OD7978,Rumaiza,Fruits & Veggies,Organic Vegetables,Nagercoil,08-12-2017,South,? 810.00,33.00%,? 48.60,Tamil Nadu
OD7979,Sheeba,"Eggs, Meat & Fish",Fish,Theni,25-07-2017,South,"? 1,976.00",26.00%,? 790.40,Tamil Nadu
OD7980,Ridhesh,Food Grains,Dals & Pulses,Tenkasi,25-07-2017,South,"? 2,156.00",23.00%,? 258.72,Tamil Nadu
OD7981,Shah,Fruits & Veggies,Fresh Fruits,Perambalur,21-11-2016,South,"? 1,662.00",34.00%,? 565.08,Tamil Nadu
OD7982,Suresh,Oil & Masala,Edible Oil & Ghee,Nagercoil,29-11-2017,South,? 877.00,25.00%,? 298.18,Tamil Nadu
OD7983,Sabeela,"Eggs, Meat & Fish",Eggs,Kanyakumari,30-12-2015,South,? 517.00,11.00%,? 67.21,Tamil Nadu
OD7984,Mathew,Beverages,Soft Drinks,Tirunelveli,18-04-2016,South,"? 1,482.00",15.00%,? 592.80,Tamil Nadu
OD7985,Yusuf,Fruits & Veggies,Fresh Fruits,Trichy,20-05-2015,South,"? 2,331.00",16.00%,? 116.55,Tamil Nadu
OD7986,Adavan,Food Grains,Atta & Flour,Coimbatore,14-03-2018,South,"? 1,739.00",30.00%,? 156.51,Tamil Nadu
OD7987,Yadav,Fruits & Veggies,Fresh Vegetables,Nagercoil,30-12-2015,South,"? 1,433.00",11.00%,? 458.56,Tamil Nadu
OD7988,Arutra,Snacks,Noodles,Ramanadhapuram,18-04-2016,South,? 552.00,34.00%,? 204.24,Tamil Nadu
OD7989,Muneer,"Eggs, Meat & Fish",Chicken,Karur,30-11-2018,South,"? 1,570.00",21.00%,? 549.50,Tamil Nadu
OD7990,James,Beverages,Soft Drinks,Ooty,04-09-2016,South,? 556.00,33.00%,? 127.88,Tamil Nadu
OD7991,Kumar,Snacks,Chocolates,Coimbatore,23-12-2017,South,"? 1,130.00",19.00%,? 237.30,Tamil Nadu
OD7992,Hussain,Food Grains,Organic Staples,Bodi,23-12-2017,South,? 757.00,24.00%,? 136.26,Tamil Nadu
OD7993,Mathew,Beverages,Soft Drinks,Ramanadhapuram,23-12-2017,South,"? 2,068.00",32.00%,? 827.20,Tamil Nadu
OD7994,Krithika,Oil & Masala,Edible Oil & Ghee,Viluppuram,30-12-2015,South,"? 1,116.00",27.00%,? 89.28,Tamil Nadu
OD7995,Ram,Fruits & Veggies,Fresh Fruits,Virudhunagar,09-12-2017,South,"? 1,922.00",31.00%,? 480.50,Tamil Nadu
OD7996,Ram,Bakery,Biscuits,Chennai,05-11-2018,South,? 809.00,13.00%,? 186.07,Tamil Nadu
OD7997,Sudha,Food Grains,Rice,Krishnagiri,18-04-2016,South,"? 1,976.00",19.00%,? 731.12,Tamil Nadu
OD7998,Ramesh,Beverages,Soft Drinks,Nagercoil,27-11-2017,South,"? 1,075.00",29.00%,? 311.75,Tamil Nadu
OD7999,Shree,Beverages,Health Drinks,Theni,08-09-2018,South,"? 2,314.00",11.00%,? 439.66,Tamil Nadu
OD8000,Hussain,Bakery,Breads & Buns,Nagercoil,08-07-2017,South,"? 1,466.00",21.00%,? 483.78,Tamil Nadu
OD8001,Alan,Fruits & Veggies,Fresh Fruits,Tirunelveli,03-07-2018,South,"? 1,492.00",26.00%,? 119.36,Tamil Nadu
OD8002,Surya,Oil & Masala,Spices,Perambalur,17-03-2016,South,"? 1,169.00",28.00%,? 479.29,Tamil Nadu
OD8003,Ganesh,Beverages,Soft Drinks,Dindigul,11-09-2016,South,"? 2,015.00",27.00%,? 604.50,Tamil Nadu
OD8004,Jonas,"Eggs, Meat & Fish",Fish,Tenkasi,20-11-2018,South,"? 1,213.00",24.00%,? 84.91,Tamil Nadu
OD8005,Hussain,Beverages,Soft Drinks,Krishnagiri,24-03-2018,South,? 800.00,35.00%,? 184.00,Tamil Nadu
OD8006,Peer,Snacks,Chocolates,Viluppuram,09-11-2018,South,"? 1,846.00",20.00%,? 498.42,Tamil Nadu
OD8007,Adavan,Food Grains,Organic Staples,Tenkasi,20-11-2018,South,"? 1,412.00",22.00%,? 254.16,Tamil Nadu
OD8008,Vinne,Food Grains,Dals & Pulses,Vellore,24-12-2017,South,"? 1,298.00",13.00%,? 506.22,Tamil Nadu
OD8009,Ravi,Bakery,Breads & Buns,Perambalur,16-10-2016,South,"? 1,748.00",30.00%,? 751.64,Tamil Nadu
OD8010,Amy,Oil & Masala,Edible Oil & Ghee,Nagercoil,07-07-2018,South,"? 1,001.00",20.00%,? 450.45,Tamil Nadu
OD8011,Krithika,"Eggs, Meat & Fish",Eggs,Pudukottai,23-12-2017,South,"? 2,292.00",21.00%,? 985.56,Tamil Nadu
OD8012,Peer,Fruits & Veggies,Fresh Vegetables,Karur,13-11-2018,South,"? 1,562.00",14.00%,? 109.34,Tamil Nadu
OD8013,Arutra,Food Grains,Organic Staples,Dharmapuri,08-09-2018,South,? 833.00,13.00%,? 99.96,Tamil Nadu
OD8014,Muneer,Snacks,Chocolates,Theni,13-03-2017,South,? 545.00,28.00%,? 70.85,Tamil Nadu
OD8015,Muneer,"Eggs, Meat & Fish",Mutton,Pudukottai,19-06-2018,South,"? 1,751.00",16.00%,? 787.95,Tamil Nadu
OD8016,Sudha,"Eggs, Meat & Fish",Eggs,Ooty,13-03-2017,South,? 647.00,27.00%,? 226.45,Tamil Nadu
OD8017,Sheeba,Beverages,Soft Drinks,Dharmapuri,30-12-2015,South,"? 1,476.00",11.00%,? 265.68,Tamil Nadu
OD8018,Malik,Oil & Masala,Masalas,Pudukottai,13-03-2017,South,"? 1,102.00",26.00%,? 198.36,Tamil Nadu
OD8019,Vinne,Snacks,Cookies,Theni,05-04-2015,South,"? 1,844.00",19.00%,? 331.92,Tamil Nadu
OD8020,Ram,"Eggs, Meat & Fish",Fish,Kanyakumari,11-03-2015,South,"? 1,975.00",32.00%,? 869.00,Tamil Nadu
OD8021,Sudha,Fruits & Veggies,Fresh Fruits,Pudukottai,16-07-2017,South,"? 1,376.00",15.00%,? 509.12,Tamil Nadu
OD8022,Sharon,Bakery,Biscuits,Ramanadhapuram,24-11-2018,South,"? 2,458.00",23.00%,? 147.48,Tamil Nadu
OD8023,Sudeep,Food Grains,Atta & Flour,Madurai,23-12-2018,South,"? 1,396.00",13.00%,? 307.12,Tamil Nadu
OD8024,Malik,Oil & Masala,Masalas,Namakkal,11-03-2015,South,"? 1,400.00",34.00%,? 336.00,Tamil Nadu
OD8025,Shah,Bakery,Biscuits,Ooty,07-08-2016,South,"? 1,777.00",20.00%,? 799.65,Tamil Nadu
OD8026,Komal,Fruits & Veggies,Fresh Vegetables,Virudhunagar,18-11-2017,South,"? 1,863.00",16.00%,? 689.31,Tamil Nadu
OD8027,Sabeela,Bakery,Breads & Buns,Bodi,31-03-2018,South,"? 1,302.00",35.00%,? 403.62,Tamil Nadu
OD8028,Amy,Bakery,Biscuits,Dharmapuri,18-10-2015,South,"? 2,285.00",23.00%,? 251.35,Tamil Nadu
OD8029,Rumaiza,Fruits & Veggies,Fresh Fruits,Perambalur,28-11-2017,South,"? 1,660.00",17.00%,? 730.40,Tamil Nadu
OD8030,Ravi,Bakery,Cakes,Tenkasi,02-11-2018,South,"? 2,128.00",21.00%,? 744.80,Tamil Nadu
OD8031,Sheeba,"Eggs, Meat & Fish",Fish,Virudhunagar,26-05-2017,South,"? 1,660.00",25.00%,? 99.60,Tamil Nadu
OD8032,Vinne,Snacks,Noodles,Ooty,01-04-2018,South,"? 2,293.00",19.00%,? 160.51,Tamil Nadu
OD8033,Ridhesh,Beverages,Soft Drinks,Kanyakumari,25-05-2016,South,"? 1,698.00",32.00%,? 441.48,Tamil Nadu
OD8034,Sundar,"Eggs, Meat & Fish",Mutton,Cumbum,18-09-2016,South,"? 2,203.00",30.00%,? 176.24,Tamil Nadu
OD8035,Komal,Food Grains,Dals & Pulses,Theni,02-01-2018,South,"? 1,716.00",30.00%,? 154.44,Tamil Nadu
